buyer,seller,rate,date
383038320,216333976,2,11/16/2016
383038320,919653659,2,11/11/2016
383038320,709877050,2,11/07/2016
383038320,803817602,2,10/27/2016
383038320,563261620,2,09/04/2016
640004385,383038320,2,08/08/2016
771924269,383038320,2,08/08/2016
561930266,383038320,2,07/16/2016
885436307,383038320,2,07/07/2016
689709771,383038320,2,07/07/2016
413421533,383038320,2,06/20/2016
383038320,525669972,2,06/09/2016
383038320,816829789,2,06/03/2016
383038320,670779809,2,06/02/2016
734262866,383038320,2,05/28/2016
383038320,577837808,2,05/23/2016
383038320,935523989,2,05/23/2016
555422543,383038320,2,05/23/2016
544526843,383038320,2,05/20/2016
543378062,383038320,2,05/17/2016
563351860,383038320,2,05/05/2016
383038320,862343370,2,05/04/2016
338236476,383038320,2,05/03/2016
383038320,532880388,2,05/03/2016
383038320,627201089,2,04/29/2016
362315624,383038320,2,04/22/2016
383038320,728785880,2,04/19/2016
445444317,383038320,2,04/15/2016
383038320,293354052,2,03/29/2016
383038320,365664498,2,03/26/2016
204610358,383038320,2,03/15/2016
611691527,383038320,2,03/15/2016
780250773,383038320,2,03/14/2016
495774212,383038320,2,03/14/2016
418135156,383038320,2,03/10/2016
383038320,122469267,2,03/09/2016
150547223,383038320,2,03/09/2016
581155119,383038320,2,03/06/2016
236346872,383038320,2,03/05/2016
429869257,383038320,2,03/05/2016
300931543,383038320,2,03/04/2016
383038320,951574285,2,03/01/2016
650538969,383038320,2,03/01/2016
598811480,383038320,2,02/29/2016
335971681,383038320,2,02/29/2016
980371280,383038320,2,02/28/2016
383038320,290108008,2,02/26/2016
383038320,795364146,2,02/24/2016
383038320,830871681,2,02/17/2016
383038320,944768118,2,02/10/2016
598692717,383038320,2,02/01/2016
345186788,383038320,2,01/30/2016
918753457,383038320,2,01/22/2016
235935393,383038320,2,01/17/2016
634205846,383038320,2,01/15/2016
239189278,383038320,2,01/13/2016
981640347,383038320,2,01/12/2016
741374820,383038320,2,01/12/2016
917764542,383038320,2,01/09/2016
636486662,383038320,2,01/03/2016
636486662,383038320,2,01/03/2016
164064820,383038320,2,12/28/2015
375617614,383038320,2,12/26/2015
170532240,383038320,2,12/25/2015
469745136,383038320,2,12/24/2015
265992076,383038320,2,12/23/2015
390365869,383038320,2,12/22/2015
383038320,467698347,2,12/22/2015
539744623,383038320,2,12/21/2015
602591666,383038320,2,12/21/2015
718705680,383038320,2,12/19/2015
449515433,383038320,2,12/17/2015
383038320,429714331,2,12/16/2015
383038320,788137516,2,12/15/2015
653888868,383038320,2,12/15/2015
430295170,383038320,2,12/15/2015
383038320,789180402,2,12/12/2015
417785681,383038320,2,12/12/2015
404915663,383038320,2,12/10/2015
381264658,383038320,2,12/10/2015
264249973,383038320,2,12/09/2015
743322790,383038320,2,12/08/2015
237917011,383038320,2,12/07/2015
525531377,383038320,2,12/06/2015
694597401,383038320,2,12/04/2015
258390210,383038320,2,12/02/2015
383038320,737258689,2,12/01/2015
383038320,737258689,2,11/28/2015
642980497,383038320,2,11/27/2015
383038320,553096788,2,11/26/2015
287134726,383038320,2,11/25/2015
